,usage,dataset,scale,name,HR,LR
407,train,DIV2K,8,0716.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0716.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0716.png
408,train,DIV2K,2,0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0702.png
409,train,DIV2K,4,0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0702.png
410,train,DIV2K,8,0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0702.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0702.png
411,train,DIV2K,2,0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0064.png
412,train,DIV2K,4,0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0064.png
413,train,DIV2K,8,0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0064.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0064.png
414,train,DIV2K,2,0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0528.png
415,train,DIV2K,4,0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0528.png
416,train,DIV2K,8,0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0528.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0528.png
417,train,DIV2K,2,0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0514.png
418,train,DIV2K,4,0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0514.png
419,train,DIV2K,8,0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0514.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0514.png
420,train,DIV2K,2,0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0272.png
421,train,DIV2K,4,0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0272.png
422,train,DIV2K,8,0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0272.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0272.png
423,train,DIV2K,2,0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0266.png
424,train,DIV2K,4,0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0266.png
425,train,DIV2K,8,0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0266.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0266.png
426,train,DIV2K,2,0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0500.png
427,train,DIV2K,4,0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0500.png
428,train,DIV2K,8,0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0500.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0500.png
429,train,DIV2K,2,0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0299.png
430,train,DIV2K,4,0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0299.png
431,train,DIV2K,8,0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0299.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0299.png
432,train,DIV2K,2,0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0270.png
433,train,DIV2K,4,0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0270.png
434,train,DIV2K,8,0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0270.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0270.png
435,train,DIV2K,2,0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0516.png
436,train,DIV2K,4,0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0516.png
437,train,DIV2K,8,0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0516.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0516.png
438,train,DIV2K,2,0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0502.png
439,train,DIV2K,4,0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0502.png
440,train,DIV2K,8,0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0502.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0502.png
441,train,DIV2K,2,0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0264.png
442,train,DIV2K,4,0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0264.png
443,train,DIV2K,8,0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0264.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0264.png
444,train,DIV2K,2,0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0258.png
445,train,DIV2K,4,0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0258.png
446,train,DIV2K,8,0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0258.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0258.png
447,train,DIV2K,2,0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0099.png
448,train,DIV2K,4,0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0099.png
449,train,DIV2K,8,0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0099.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0099.png
450,train,DIV2K,2,0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0714.png
451,train,DIV2K,4,0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0714.png
452,train,DIV2K,8,0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0714.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0714.png
453,train,DIV2K,2,0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0072.png
454,train,DIV2K,4,0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0072.png
455,train,DIV2K,8,0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0072.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0072.png
456,train,DIV2K,2,0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0066.png
457,train,DIV2K,4,0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0066.png
458,train,DIV2K,8,0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0066.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0066.png
459,train,DIV2K,2,0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0700.png
460,train,DIV2K,4,0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0700.png
461,train,DIV2K,8,0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0700.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0700.png
462,train,DIV2K,2,0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0728.png
463,train,DIV2K,4,0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0728.png
464,train,DIV2K,8,0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0728.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0728.png
465,train,DIV2K,2,0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0660.png
466,train,DIV2K,4,0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0660.png
467,train,DIV2K,8,0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0660.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0660.png
468,train,DIV2K,2,0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0106.png
469,train,DIV2K,4,0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0106.png
470,train,DIV2K,8,0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0106.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0106.png
471,train,DIV2K,2,0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0112.png
472,train,DIV2K,4,0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0112.png
473,train,DIV2K,8,0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0112.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0112.png
474,train,DIV2K,2,0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0674.png
475,train,DIV2K,4,0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0674.png
476,train,DIV2K,8,0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0674.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0674.png
477,train,DIV2K,2,0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0648.png
478,train,DIV2K,4,0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0648.png
479,train,DIV2K,8,0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0648.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0648.png
480,train,DIV2K,2,0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0489.png
481,train,DIV2K,4,0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0489.png
482,train,DIV2K,8,0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0489.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0489.png
483,train,DIV2K,2,0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0304.png
484,train,DIV2K,4,0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0304.png
485,train,DIV2K,8,0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0304.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0304.png
486,train,DIV2K,2,0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0462.png
487,train,DIV2K,4,0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0462.png
488,train,DIV2K,8,0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0462.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0462.png
489,train,DIV2K,2,0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0476.png
490,train,DIV2K,4,0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0476.png
491,train,DIV2K,8,0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0476.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0476.png
492,train,DIV2K,2,0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0310.png
493,train,DIV2K,4,0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0310.png
494,train,DIV2K,8,0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0310.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0310.png
495,train,DIV2K,2,0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0338.png
496,train,DIV2K,4,0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0338.png
497,train,DIV2K,8,0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0338.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0338.png
498,train,DIV2K,2,0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0339.png
499,train,DIV2K,4,0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0339.png
500,train,DIV2K,8,0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0339.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0339.png
501,train,DIV2K,2,0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0477.png
502,train,DIV2K,4,0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0477.png
503,train,DIV2K,8,0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0477.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0477.png
504,train,DIV2K,2,0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0311.png
505,train,DIV2K,4,0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0311.png
506,train,DIV2K,8,0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0311.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0311.png
507,train,DIV2K,2,0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0305.png
508,train,DIV2K,4,0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0305.png
509,train,DIV2K,8,0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0305.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0305.png
510,train,DIV2K,2,0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0463.png
511,train,DIV2K,4,0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0463.png
512,train,DIV2K,8,0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0463.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0463.png
513,train,DIV2K,2,0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0488.png
514,train,DIV2K,4,0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0488.png
515,train,DIV2K,8,0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0488.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0488.png
516,train,DIV2K,2,0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0649.png
517,train,DIV2K,4,0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0649.png
518,train,DIV2K,8,0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0649.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0649.png
519,train,DIV2K,2,0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0113.png
520,train,DIV2K,4,0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0113.png
521,train,DIV2K,8,0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X8/0113.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X8/0113.png
522,train,DIV2K,2,0675.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X2/0675.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X2/0675.png
523,train,DIV2K,4,0675.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/HR_matlab/X4/0675.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/DIV2K/LR_matlab/X4/0675.png
